gene_id,total_counts,n_cells_by_counts,is_mitochondrial
TMEM66,4822.0,1973,False
RP11-489E7.4,193.0,171,False
LEPROTL1,920.0,696,False
MBOAT4,0.0,0,False
RP11-51J9.5,356.0,309,False
DCTN6,222.0,210,False
RP11-51J9.4,0.0,0,False
RP11-51J9.6,1.0,1,False
RBPMS-AS1,0.0,0,False
RBPMS,2.0,2,False
GTF2E2,236.0,224,False
CTD-2373N4.5,0.0,0,False
SMIM18,0.0,0,False
GSR,81.0,79,False
PPP2CB,33.0,33,False
TEX15,0.0,0,False
PURG,0.0,0,False
WRN,24.0,24,False
RP11-363L24.3,0.0,0,False
RP11-566H8.3,0.0,0,False
RP11-566H8.1,0.0,0,False
NRG1,90.0,81,False
RP11-1002K11.1,0.0,0,False
RP11-11N9.4,17.0,16,False
RP11-722E23.2,0.0,0,False
FUT10,14.0,14,False
TTI2,39.0,39,False
MAK16,27.0,27,False
RNF122,4.0,4,False
DUSP26,0.0,0,False
RP11-317N12.1,0.0,0,False
RP1-273G13.3,0.0,0,False
RP11-431M3.1,0.0,0,False
RP1-84O15.2,0.0,0,False
RP11-431M3.2,0.0,0,False
RP11-258J10.1,0.0,0,False
UNC5D,0.0,0,False
AC012215.1,0.0,0,False
RP11-473J6.1,0.0,0,False
RP11-89M20.2,0.0,0,False
RP11-962G15.1,0.0,0,False
KCNU1,0.0,0,False
RP11-419C23.1,0.0,0,False
RP11-527N22.1,0.0,0,False
RP11-527N22.2,0.0,0,False
RP11-150O12.1,0.0,0,False
RP11-150O12.2,0.0,0,False
RP11-150O12.5,0.0,0,False
RP11-150O12.3,0.0,0,False
RP11-150O12.4,0.0,0,False
RP11-346L1.2,0.0,0,False
ZNF703,98.0,81,False
RP11-863K10.2,0.0,0,False
RP11-863K10.7,3.0,3,False
ERLIN2,34.0,34,False
PROSC,264.0,251,False
GPR124,4.0,4,False
BRF2,54.0,53,False
RAB11FIP1,197.0,180,False
GOT1L1,0.0,0,False
ADRB3,0.0,0,False
EIF4EBP1,421.0,332,False
ASH2L,120.0,116,False
RP11-90P5.5,0.0,0,False
STAR,0.0,0,False
RP11-90P5.2,7.0,7,False
LSM1,511.0,420,False
BAG4,35.0,31,False
DDHD2,68.0,68,False
PPAPDC1B,258.0,216,False
WHSC1L1,474.0,401,False
RP11-513D5.5,0.0,0,False
RP11-513D5.2,0.0,0,False
RP11-350N15.5,27.0,27,False
LETM2,15.0,15,False
RP11-350N15.3,0.0,0,False
RP11-350N15.6,1.0,1,False
FGFR1,10.0,10,False
RP11-350N15.4,0.0,0,False
C8orf86,0.0,0,False
RP11-675F6.3,0.0,0,False
RP11-675F6.4,0.0,0,False
RP11-495O10.1,0.0,0,False
TACC1,225.0,196,False
RP11-723D22.3,1.0,1,False
PLEKHA2,84.0,80,False
CTD-2544N14.3,5.0,5,False
HTRA4,0.0,0,False
TM2D2,127.0,121,False
ADAM9,17.0,16,False
ADAM32,0.0,0,False
RP11-122L4.1,0.0,0,False
CTD-2024D23.1,0.0,0,False
ADAM18,0.0,0,False
ADAM2,0.0,0,False
IDO1,20.0,7,False
RP11-44K6.3,0.0,0,False
RP11-44K6.4,0.0,0,False
IDO2,0.0,0,False
RP11-359E19.1,0.0,0,False
RP11-359E19.2,0.0,0,False
C8orf4,0.0,0,False
RP11-470M17.2,0.0,0,False
CTA-392C11.1,0.0,0,False
CTA-392C11.2,0.0,0,False
RP11-301G7.1,0.0,0,False
ZMAT4,7.0,6,False
RP11-465K16.1,0.0,0,False
SFRP1,0.0,0,False
RP11-15G16.1,0.0,0,False
GOLGA7,477.0,420,False
GINS4,11.0,11,False
RP11-360L9.4,1.0,1,False
RP11-360L9.7,1.0,1,False
AGPAT6,96.0,93,False
RP11-360L9.8,2.0,2,False
NKX6-3,0.0,0,False
ANK1,13.0,12,False
RP11-930P14.1,0.0,0,False
RP11-930P14.2,3.0,3,False
KAT6A,153.0,145,False
RP11-589C21.6,127.0,90,False
RP11-589C21.5,10.0,10,False
AP3M2,122.0,95,False
PLAT,2.0,2,False
RP11-231D20.2,1.0,1,False
IKBKB,131.0,120,False
POLB,44.0,44,False
DKK4,0.0,0,False
VDAC3,603.0,456,False
SLC20A2,58.0,35,False
RP11-503E24.2,1.0,1,False
SMIM19,288.0,261,False
RP11-503E24.3,2.0,1,False
CHRNB3,0.0,0,False
RP11-412B14.1,0.0,0,False
CHRNA6,0.0,0,False
THAP1,123.0,120,False
RNF170,69.0,66,False
HOOK3,149.0,138,False
RP11-598P20.5,0.0,0,False
FNTA,536.0,431,False
POMK,7.0,7,False
HGSNAT,133.0,129,False
LINC00293,0.0,0,False
RP11-350F16.1,0.0,0,False
RP11-350F16.2,0.0,0,False
RP11-1134I14.8,0.0,0,False
SPIDR,65.0,65,False
CEBPD,1161.0,602,False
PRKDC,128.0,120,False
MCM4,24.0,21,False
UBE2V2,300.0,286,False
RP11-567J20.3,1.0,1,False
RP11-770E5.1,0.0,0,False
RP11-567J20.2,0.0,0,False
AC026904.1,0.0,0,False
RP11-567J20.1,0.0,0,False
RP11-770E5.3,0.0,0,False
RP11-770E5.2,0.0,0,False
EFCAB1,0.0,0,False
SNAI2,0.0,0,False
C8orf22,0.0,0,False
RP11-10H3.1,0.0,0,False
RP11-738G5.1,0.0,0,False
RP11-738G5.2,0.0,0,False
RP11-109P6.2,0.0,0,False
RP11-401N18.1,0.0,0,False
SNTG1,0.0,0,False
RP11-401H2.1,0.0,0,False
PXDNL,0.0,0,False
RP11-11C20.3,1.0,1,False
PCMTD1,160.0,148,False
AC090186.1,5.0,5,False
RP11-110G21.1,29.0,29,False
RP11-546K22.3,0.0,0,False
RP11-546K22.1,0.0,0,False
RP11-546K22.2,0.0,0,False
ST18,0.0,0,False
RP11-26M5.3,0.0,0,False
RP11-26M5.2,0.0,0,False
RP11-1023P17.2,0.0,0,False
FAM150A,0.0,0,False
RB1CC1,100.0,96,False
NPBWR1,0.0,0,False
RP11-162D9.3,0.0,0,False
OPRK1,0.0,0,False
RP11-1081M5.2,0.0,0,False
RP11-1081M5.1,0.0,0,False
RP11-400K9.3,0.0,0,False
RP11-400K9.4,0.0,0,False
ATP6V1H,214.0,201,False
RGS20,0.0,0,False
RP11-1070A24.2,0.0,0,False
TCEA1,756.0,596,False
RP11-30L15.6,0.0,0,False
LYPLA1,525.0,417,False
MRPL15,221.0,201,False
SOX17,0.0,0,False
RP11-53M11.3,0.0,0,False
RP1,0.0,0,False
XKR4,2.0,2,False
RP11-386G21.1,0.0,0,False
RP11-386G21.2,0.0,0,False
RP11-628E19.2,0.0,0,False
TMEM68,50.0,49,False
TGS1,104.0,100,False
LYN,617.0,415,False
RP11-446E9.2,4.0,4,False
RPS20,14346.0,2573,False
CTA-397H3.3,0.0,0,False
MOS,0.0,0,False
PLAG1,13.0,13,False
CHCHD7,366.0,344,False
RP11-140I16.3,0.0,0,False
SDR16C5,1.0,1,False
PENK,2.0,2,False
RP11-17A4.2,0.0,0,False
LINC00968,4.0,4,False
RP11-17A4.3,2.0,2,False
RP11-17A4.4,0.0,0,False
IMPAD1,51.0,51,False
RP11-513O17.2,0.0,0,False
RP11-513O17.3,0.0,0,False
LINC00588,0.0,0,False
RP11-756K15.2,0.0,0,False
RP11-246K15.1,0.0,0,False
RP11-388G22.1,0.0,0,False
CTD-2339F6.1,0.0,0,False
RP11-44D19.1,0.0,0,False
RP11-1112C15.1,0.0,0,False
FAM110B,7.0,7,False
RP11-1112C15.2,0.0,0,False
RP11-648L3.2,0.0,0,False
UBXN2B,44.0,44,False
CYP7A1,0.0,0,False
SDCBP,866.0,659,False
NSMAF,95.0,81,False
TOX,45.0,43,False
RP11-25K19.1,41.0,38,False
RP11-379I19.1,0.0,0,False
RP11-379I19.3,0.0,0,False
RP11-27P7.1,0.0,0,False
CA8,0.0,0,False
RP11-163N6.2,3.0,3,False
RAB2A,629.0,454,False
RP11-91I20.4,0.0,0,False
RP11-91I20.3,0.0,0,False
RP11-91I20.2,0.0,0,False
RP11-91I20.1,0.0,0,False
CHD7,102.0,65,False
RP11-33I11.2,0.0,0,False
AC022182.1,6.0,6,False
AC022182.3,47.0,41,False
CLVS1,0.0,0,False
RP11-787D18.2,0.0,0,False
RP11-787D18.1,0.0,0,False
ASPH,29.0,28,False
RP11-280G9.1,0.0,0,False
RP11-705O24.1,0.0,0,False
RP11-705O24.3,0.0,0,False
RP11-705O24.2,0.0,0,False
NKAIN3,0.0,0,False
RP11-577N1.1,0.0,0,False
RP11-659E9.2,1.0,1,False
GGH,23.0,21,False
RP11-659E9.4,0.0,0,False
TTPA,0.0,0,False
YTHDF3-AS1,30.0,30,False
YTHDF3,85.0,84,False
RP11-16E18.3,1.0,1,False
CTD-3046C4.1,0.0,0,False
RP11-45K10.2,0.0,0,False
RP11-573J24.1,0.0,0,False
RP11-32K4.1,0.0,0,False
RP11-579E24.2,0.0,0,False
RP11-579E24.1,0.0,0,False
LINC00966,0.0,0,False
RP11-21C4.1,0.0,0,False
BHLHE22,0.0,0,False
CYP7B1,0.0,0,False
RP11-1D12.2,0.0,0,False
CTD-3025N20.2,0.0,0,False
CTD-3025N20.3,0.0,0,False
ARMC1,169.0,164,False
MTFR1,24.0,24,False
RP11-707M3.3,3.0,3,False
PDE7A,150.0,141,False
CTD-2532N20.1,4.0,4,False
DNAJC5B,3.0,3,False
AC084082.3,0.0,0,False
TRIM55,0.0,0,False
CRH,0.0,0,False
LINC00967,0.0,0,False
RP11-346I3.4,0.0,0,False
RRS1,215.0,167,False
ADHFE1,26.0,26,False
C8orf46,0.0,0,False
MYBL1,65.0,62,False
VCPIP1,51.0,51,False
C8orf44-SGK3,1.0,1,False
C8orf44,41.0,29,False
SGK3,39.0,38,False
MCMDC2,2.0,2,False
TCF24,0.0,0,False
PPP1R42,0.0,0,False
COPS5,535.0,448,False
CSPP1,60.0,58,False
ARFGEF1,61.0,59,False
RP11-7F18.2,0.0,0,False
CPA6,0.0,0,False
RP11-396J6.1,0.0,0,False
PREX2,0.0,0,False
RP11-403D15.2,0.0,0,False
RP11-664D7.4,0.0,0,False
C8orf34,0.0,0,False
RP11-865I6.2,0.0,0,False
RP11-600K15.1,0.0,0,False
RP11-21C17.1,0.0,0,False
RP11-744J10.3,0.0,0,False
SULF1,0.0,0,False
SLCO5A1,1.0,1,False
RP11-102F4.2,0.0,0,False
RP11-159H10.3,3.0,3,False
AC090574.1,0.0,0,False
PRDM14,0.0,0,False
NCOA2,59.0,55,False
Metazoa_SRP,0.0,0,False
RP11-333A23.4,1.0,1,False
TRAM1,641.0,531,False
AC120194.1,27.0,27,False
RP11-382J12.1,7.0,7,False
LACTB2,93.0,90,False
XKR9,1.0,1,False
RP11-326E22.1,0.0,0,False
EYA1,0.0,0,False
RP11-1102P16.1,0.0,0,False
RP11-1144P22.1,0.0,0,False
RP11-281N10.1,0.0,0,False
RP11-383H13.1,9.0,9,False
MSC,11.0,11,False
TRPA1,2.0,2,False
RP11-142A23.1,0.0,0,False
RP11-351E7.1,0.0,0,False
KCNB2,0.0,0,False
RP11-1145L24.1,0.0,0,False
RP11-531A24.3,0.0,0,False
TERF1,236.0,222,False
RP11-531A24.7,0.0,0,False
RP11-531A24.5,3.0,3,False
SBSPON,0.0,0,False
RPL7,23549.0,2615,False
RDH10,6.0,6,False
RP11-434I12.2,0.0,0,False
RP11-434I12.3,0.0,0,False
RP11-434I12.4,0.0,0,False
STAU2-AS1,0.0,0,False
STAU2,96.0,83,False
RP11-463D19.1,0.0,0,False
RP11-463D19.2,0.0,0,False
UBE2W,30.0,30,False
TCEB1,411.0,372,False
TMEM70,194.0,183,False
LY96,25.0,25,False
RP11-6I2.3,0.0,0,False
RP11-6I2.4,0.0,0,False
RP1-16A9.1,0.0,0,False
JPH1,0.0,0,False
GDAP1,26.0,26,False
CTD-2320G14.2,0.0,0,False
RP11-758M4.1,0.0,0,False
RP11-730G20.1,0.0,0,False
RP11-758M4.4,0.0,0,False
PI15,0.0,0,False
RP11-3N13.2,0.0,0,False
CRISPLD1,0.0,0,False
RP11-300E4.2,0.0,0,False
RP11-697M17.2,0.0,0,False
CASC9,0.0,0,False
HNF4G,0.0,0,False
RP11-706J10.2,0.0,0,False
LINC01109,0.0,0,False
LINC01111,0.0,0,False
ZFHX4-AS1,0.0,0,False
ZFHX4,0.0,0,False
RP11-48D4.2,0.0,0,False
PEX2,211.0,199,False
RP11-38H17.1,0.0,0,False
RP11-91P17.1,0.0,0,False
RP11-594N15.2,0.0,0,False
PKIA,16.0,15,False
ZC2HC1A,42.0,41,False
IL7,19.0,19,False
RP11-79H23.3,0.0,0,False
RP11-1114I9.1,0.0,0,False
STMN2,0.0,0,False
HEY1,0.0,0,False
RP11-27N21.3,0.0,0,False
RP11-26J3.1,0.0,0,False
MRPS28,165.0,143,False
TPD52,246.0,216,False
RP11-92K15.3,5.0,5,False
RP11-92K15.1,0.0,0,False
RP11-941H19.3,0.0,0,False
Y_RNA,4.0,3,False
ZBTB10,59.0,53,False
RP11-48B3.3,2.0,2,False
RP11-48B3.4,1.0,1,False
ZNF704,0.0,0,False
PAG1,243.0,227,False
RP11-172E10.1,0.0,0,False
RP11-1149M10.1,1.0,1,False
RP11-1149M10.2,5.0,5,False
RP11-363E6.4,0.0,0,False
RP11-363E6.3,0.0,0,False
FABP5,130.0,100,False
RP11-157I4.4,0.0,0,False
PMP2,0.0,0,False
FABP9,0.0,0,False
FABP4,0.0,0,False
RP11-257P3.3,0.0,0,False
FABP12,0.0,0,False
IMPA1,74.0,71,False
SLC10A5,0.0,0,False
ZFAND1,369.0,337,False
CHMP4C,0.0,0,False
RP13-923O23.6,0.0,0,False
SNX16,22.0,22,False
RP11-354A14.1,0.0,0,False
RP11-99H20.1,0.0,0,False
RP11-653B10.1,0.0,0,False
RP11-731N10.1,0.0,0,False
CTD-2272D18.1,0.0,0,False
RP11-51M18.1,0.0,0,False
RP11-120I21.2,0.0,0,False
RALYL,0.0,0,False
LRRCC1,18.0,18,False
RP11-219B4.7,10.0,6,False
E2F5,19.0,18,False
RP11-219B4.3,0.0,0,False
C8orf59,116.0,113,False
CA13,13.0,13,False
RP11-219B4.5,0.0,0,False
RP11-219B4.6,0.0,0,False
CA1,0.0,0,False
CA3,0.0,0,False
RP11-317J10.2,3.0,3,False
CA2,98.0,51,False
RP11-317J10.4,0.0,0,False
REXO1L1P,0.0,0,False
REXO1L11P,0.0,0,False
REXO1L10P,0.0,0,False
CTA-392E5.1,0.0,0,False
ATP6V0D2,0.0,0,False
PSKH2,0.0,0,False
CTD-3118D11.2,0.0,0,False
CTD-3118D11.3,0.0,0,False
SLC7A13,0.0,0,False
WWP1,77.0,74,False
RMDN1,120.0,113,False
CPNE3,132.0,126,False
CNGB3,0.0,0,False
RP11-386D6.1,0.0,0,False
RP11-386D6.2,0.0,0,False
CNBD1,0.0,0,False
AF121898.3,0.0,0,False
DCAF4L2,0.0,0,False
CTB-118P15.2,0.0,0,False
MMP16,0.0,0,False
RP11-586K2.1,1.0,1,False
RP11-642C5.1,0.0,0,False
RP11-37B2.1,22.0,22,False
RIPK2,196.0,181,False
OSGIN2,39.0,37,False
NBN,103.0,100,False
DECR1,640.0,502,False
CALB1,2.0,2,False
LINC00534,0.0,0,False
LINC01030,0.0,0,False
TMEM64,29.0,29,False
RP11-68L18.1,0.0,0,False
NECAB1,1.0,1,False
RP11-662G23.1,0.0,0,False
C8orf88,14.0,14,False
TMEM55A,177.0,141,False
GS1-251I9.3,0.0,0,False
GS1-251I9.4,186.0,184,False
OTUD6B,45.0,44,False
LRRC69,7.0,7,False
SLC26A7,0.0,0,False
RP11-122C21.1,0.0,0,False
RUNX1T1,0.0,0,False
GS1-5L10.1,0.0,0,False
RP11-700E23.2,0.0,0,False
RP11-700E23.1,0.0,0,False
RP11-587H10.1,0.0,0,False
RP11-587H10.2,0.0,0,False
RP11-100L22.1,0.0,0,False
RP11-100L22.4,0.0,0,False
RP11-100L22.3,0.0,0,False
CTD-3239E11.2,0.0,0,False
TRIQK,47.0,45,False
AC117834.1,2.0,2,False
C8orf87,0.0,0,False
LINC00535,0.0,0,False
RP11-388K12.1,0.0,0,False
AC016885.1,0.0,0,False
RP11-388K12.2,0.0,0,False
FAM92A1,4.0,4,False
CTD-2006H14.2,3.0,2,False
RP11-10N23.2,0.0,0,False
RBM12B,24.0,24,False
RP11-10N23.4,1.0,1,False
RBM12B-AS1,4.0,4,False
RP11-10N23.5,0.0,0,False
TMEM67,17.0,16,False
RP3-388N13.3,0.0,0,False
PDP1,40.0,40,False
MIR378D2,5.0,5,False
KB-1184D12.1,0.0,0,False
CDH17,0.0,0,False
GEM,3.0,3,False
RAD54B,10.0,10,False
FSBP,1.0,1,False
KIAA1429,82.0,59,False
RP11-267M23.3,0.0,0,False
AC023632.1,2.0,2,False
RP11-267M23.4,2.0,2,False
RP11-22C11.2,0.0,0,False
ESRP1,0.0,0,False
DPY19L4,65.0,27,False
KB-1608C10.2,0.0,0,False
INTS8,77.0,75,False
CCNE2,5.0,5,False
RP11-347C18.5,1.0,1,False
NDUFAF6,79.0,78,False
TP53INP1,22.0,21,False
MIR3150A,0.0,0,False
RP11-320N21.2,0.0,0,False
PLEKHF2,268.0,243,False
KB-1047C11.2,2.0,2,False
KB-1047C11.1,0.0,0,False
C8orf37,5.0,5,False
RP11-90D11.1,0.0,0,False
RP11-31K23.2,0.0,0,False
KB-1043D8.8,0.0,0,False
GDF6,0.0,0,False
UQCRB,357.0,311,False
KB-1043D8.6,0.0,0,False
MTERFD1,93.0,68,False
PTDSS1,239.0,220,False
KB-1448A5.1,0.0,0,False
SDC2,2.0,2,False
CPQ,203.0,157,False
KB-1958F4.2,0.0,0,False
KB-1000E4.2,0.0,0,False
TSPYL5,6.0,6,False
MTDH,971.0,742,False
LAPTM4B,16.0,14,False
MATN2,0.0,0,False
RPL30,23656.0,2655,False
KB-1208A12.3,37.0,36,False
C8orf47,0.0,0,False
HRSP12,68.0,66,False
POP1,19.0,19,False
NIPAL2,28.0,28,False
KB-1458E12.1,0.0,0,False
STK3,26.0,23,False
KCNS2,0.0,0,False
KB-1517D11.4,0.0,0,False
KB-1205A7.2,0.0,0,False
RP11-44N12.5,0.0,0,False
OSR2,3.0,3,False
RP11-44N12.2,0.0,0,False
RP11-410L14.2,24.0,23,False
VPS13B,57.0,55,False
CTD-2340D6.2,0.0,0,False
RP11-402L5.1,0.0,0,False
COX6C,1826.0,1212,False
RGS22,0.0,0,False
FBXO43,4.0,2,False
POLR2K,252.0,192,False
SPAG1,12.0,12,False
RNF19A,88.0,88,False
KB-1991G8.1,0.0,0,False
KB-173C10.2,0.0,0,False
KB-173C10.1,1.0,1,False
KB-1615E4.2,0.0,0,False
KB-1615E4.3,0.0,0,False
ANKRD46,55.0,54,False
SNX31,0.0,0,False
KB-1083B1.1,0.0,0,False
PABPC1,7848.0,2308,False
YWHAZ,1317.0,985,False
RP11-302J23.1,0.0,0,False
KB-1460A1.1,0.0,0,False
KB-1460A1.3,1.0,1,False
KB-1460A1.5,6.0,6,False
ZNF706,1123.0,844,False
KB-1410C5.5,0.0,0,False
KB-1410C5.2,0.0,0,False
KB-1410C5.3,0.0,0,False
KB-1930G5.3,0.0,0,False
KB-1930G5.4,0.0,0,False
KB-1562D12.1,0.0,0,False
GRHL2,0.0,0,False
NCALD,35.0,34,False
KB-1107E3.1,0.0,0,False
RRM2B,30.0,30,False
KB-431C1.4,19.0,19,False
UBR5,73.0,71,False
KB-431C1.5,0.0,0,False
KB-1980E6.3,1.0,1,False
ODF1,0.0,0,False
KLF10,126.0,108,False
KB-1732A1.1,13.0,13,False
AZIN1,183.0,176,False
KB-1254G8.1,0.0,0,False
KB-1507C5.2,16.0,16,False
KB-1507C5.4,3.0,3,False
KB-1639H6.2,1.0,1,False
ATP6V1C1,95.0,84,False
KB-1639H6.4,0.0,0,False
C8orf56,0.0,0,False
BAALC,7.0,7,False
RP11-318M2.2,1.0,1,False
RP11-318M2.3,0.0,0,False
FZD6,12.0,12,False
CTHRC1,0.0,0,False
RP11-1C8.6,0.0,0,False
SLC25A32,65.0,64,False
DCAF13,176.0,165,False
RP11-1C8.5,0.0,0,False
RP11-1C8.7,0.0,0,False
RP11-1C8.4,0.0,0,False
RIMS2,0.0,0,False
DPYS,1.0,1,False
DCSTAMP,2.0,1,False
LRP12,4.0,4,False
RP11-127H5.1,0.0,0,False
RP11-574O7.1,0.0,0,False
ZFPM2,0.0,0,False
RP11-642D21.2,0.0,0,False
RP11-152P17.3,0.0,0,False
RP11-778D12.2,0.0,0,False
RP11-395G23.3,13.0,13,False
OXR1,66.0,64,False
RP11-649G15.2,0.0,0,False
ABRA,0.0,0,False
ANGPT1,1.0,1,False
RSPO2,0.0,0,False
EIF3E,1470.0,1009,False
RP11-35G22.1,0.0,0,False
EMC2,48.0,46,False
RP11-790J24.1,0.0,0,False
TMEM74,0.0,0,False
RP11-1084E5.1,0.0,0,False
TRHR,0.0,0,False
NUDCD1,103.0,63,False
RP11-122A21.2,0.0,0,False
ENY2,682.0,529,False
PKHD1L1,7.0,7,False
EBAG9,209.0,193,False
SYBU,0.0,0,False
RP11-422N16.3,0.0,0,False
KCNV1,0.0,0,False
RP11-696P8.2,0.0,0,False
RP11-211F2.1,0.0,0,False
RP11-238I10.1,0.0,0,False
KB-1299A7.2,0.0,0,False
RP11-946L20.2,0.0,0,False
RP11-946L20.4,0.0,0,False
RP11-114O8.1,0.0,0,False
RP11-1101K5.1,0.0,0,False
RP11-58O3.2,0.0,0,False
CSMD3,0.0,0,False
RP11-67H2.1,0.0,0,False
RP11-267L5.1,0.0,0,False
TRPS1,48.0,47,False
AF178030.2,0.0,0,False
LINC00536,0.0,0,False
RP11-536K17.1,0.0,0,False
EIF3H,3434.0,1708,False
UTP23,73.0,72,False
RAD21,351.0,280,False
RAD21-AS1,0.0,0,False
AARD,10.0,1,False
SLC30A8,0.0,0,False
MED30,490.0,342,False
EXT1,16.0,16,False
SAMD12,9.0,8,False
AC023590.1,19.0,19,False
TNFRSF11B,0.0,0,False
COLEC10,0.0,0,False
RP11-278I4.2,0.0,0,False
MAL2,0.0,0,False
RP11-4K16.2,0.0,0,False
NOV,1.0,1,False
RP11-775B15.2,0.0,0,False
ENPP2,0.0,0,False
TAF2,36.0,36,False
DSCC1,8.0,6,False
KB-1471A8.1,0.0,0,False
DEPTOR,13.0,10,False
RP11-760H22.2,0.0,0,False
COL14A1,0.0,0,False
MRPL13,119.0,112,False
MTBP,9.0,9,False
SNTB1,37.0,37,False
RP11-713M15.1,1.0,1,False
RP11-713M15.2,6.0,6,False
RP11-369K17.1,0.0,0,False
HAS2,0.0,0,False
HAS2-AS1,0.0,0,False
RP11-3G20.1,0.0,0,False
RP11-3G20.2,0.0,0,False
RP11-785H20.1,0.0,0,False
RP11-398G24.2,0.0,0,False
RP11-94A24.1,0.0,0,False
RP11-96B2.1,0.0,0,False
LINC01151,0.0,0,False
RP11-973F15.2,0.0,0,False
RP11-44N11.2,41.0,41,False
RP11-44N11.3,0.0,0,False
ZHX2,55.0,54,False
RP11-557C18.4,2.0,2,False
RP11-557C18.3,0.0,0,False
DERL1,377.0,287,False
TBC1D31,24.0,24,False
FAM83A,0.0,0,False
RP11-539E17.5,0.0,0,False
FAM83A-AS1,0.0,0,False
C8orf76,105.0,102,False
ZHX1-C8ORF76,13.0,13,False
ZHX1,59.0,57,False
ATAD2,28.0,28,False
WDYHV1,97.0,46,False
FBXO32,84.0,81,False
RP11-174I12.2,0.0,0,False
CTD-2552K11.2,0.0,0,False
KLHL38,0.0,0,False
ANXA13,0.0,0,False
FAM91A1,47.0,46,False
FER1L6,0.0,0,False
RP11-245A18.1,0.0,0,False
FER1L6-AS1,0.0,0,False
RP11-959I15.4,0.0,0,False
FER1L6-AS2,0.0,0,False
RP11-37N22.1,2.0,2,False
RP11-383J24.1,0.0,0,False
RP11-383J24.6,24.0,23,False
TMEM65,22.0,22,False
TRMT12,40.0,39,False
RNF139-AS1,35.0,35,False
RNF139,454.0,351,False
TATDN1,53.0,53,False
RP11-158K1.3,12.0,12,False
NDUFB9,1722.0,1166,False
MTSS1,266.0,228,False
RP11-532M24.1,0.0,0,False
RP11-1082L8.4,0.0,0,False
RP11-1082L8.3,0.0,0,False
LINC00964,0.0,0,False
RP11-1082L8.2,0.0,0,False
ZNF572,0.0,0,False
RP11-6D1.3,0.0,0,False
SQLE,40.0,38,False
KIAA0196,118.0,70,False
KIAA0196-AS1,0.0,0,False
NSMCE2,134.0,125,False
RP11-550A5.2,0.0,0,False
TRIB1,70.0,62,False
RP11-136O12.2,0.0,0,False
RP11-697B24.1,0.0,0,False
LINC00861,261.0,242,False
RP11-622O11.4,0.0,0,False
RP11-65D17.1,0.0,0,False
RP11-103H7.1,0.0,0,False
RP11-103H7.2,0.0,0,False
RP11-103H7.3,0.0,0,False
FAM84B,34.0,34,False
RP11-103H7.5,0.0,0,False
RP11-89K10.1,5.0,5,False
RP11-351C8.1,0.0,0,False
PCAT1,12.0,11,False
PCAT2,0.0,0,False
CASC19,0.0,0,False
CCAT1,1.0,1,False
CASC8,2.0,2,False
RP11-382A18.2,1.0,1,False
POU5F1B,6.0,6,False
CASC11,1.0,1,False
MYC,543.0,395,False
TMEM75,0.0,0,False
LINC00977,0.0,0,False
CCDC26,3.0,3,False
RP11-26E5.1,0.0,0,False
RP11-419K12.1,0.0,0,False
GSDMC,0.0,0,False
RP11-473O4.5,0.0,0,False
FAM49B,1135.0,814,False
RP11-473O4.4,0.0,0,False
RP11-473O4.3,0.0,0,False
ASAP1,90.0,83,False
KB-1568E2.1,0.0,0,False
ADCY8,0.0,0,False
RP11-737F9.1,0.0,0,False
RP11-381I15.1,0.0,0,False
CTD-2501M5.1,0.0,0,False
EFR3A,74.0,69,False
OC90,0.0,0,False
OC90-1,0.0,0,False
HHLA1,0.0,0,False
KCNQ3,0.0,0,False
HPYR1,0.0,0,False
LRRC6,0.0,0,False
TMEM71,150.0,147,False
PHF20L1,209.0,191,False
AF230666.2,0.0,0,False
TG,2.0,2,False
SLA,399.0,255,False
WISP1,0.0,0,False
NDRG1,112.0,104,False
ST3GAL1,264.0,245,False
RP11-629O1.2,15.0,15,False
CTD-2588J1.1,0.0,0,False
CTD-2309H9.3,0.0,0,False
RP11-157E21.1,0.0,0,False
RP11-513H8.1,0.0,0,False
ZFAT,18.0,15,False
ZFAT-AS1,0.0,0,False
CTD-2342N23.3,0.0,0,False
AC083843.1,1.0,1,False
AC083843.2,3.0,3,False
AC083843.3,0.0,0,False
RP11-1057B8.2,0.0,0,False
RP11-452N4.1,0.0,0,False
RP11-343P9.1,0.0,0,False
KHDRBS3,0.0,0,False
RP11-149P24.1,0.0,0,False
RP11-431D12.1,0.0,0,False
RP11-30J20.1,0.0,0,False
RP11-238K6.1,0.0,0,False
RP11-238K6.2,0.0,0,False
RP11-489O18.1,0.0,0,False
FAM135B,0.0,0,False
COL22A1,0.0,0,False
RP11-324F11.1,0.0,0,False
CTD-2534J5.1,0.0,0,False
RP11-398H6.1,0.0,0,False
KCNK9,0.0,0,False
TRAPPC9,50.0,48,False
RP11-284H18.1,0.0,0,False
C8orf17,0.0,0,False
CTA-204B4.2,14.0,14,False
CHRAC1,203.0,189,False
CASC7,87.0,54,False
AGO2,40.0,38,False
PTK2,20.0,18,False
RP11-128L5.1,0.0,0,False
DENND3,92.0,86,False
RP11-809O17.1,16.0,16,False
SLC45A4,7.0,7,False
RP11-10J21.4,0.0,0,False
RP11-10J21.3,0.0,0,False
RP11-10J21.5,0.0,0,False
RP11-10J21.6,0.0,0,False
CTD-3064M3.1,0.0,0,False
GPR20,6.0,6,False
CTD-3064M3.4,0.0,0,False
PTP4A3,138.0,124,False
